COMPLETE_TEXT,COUNT,RARITY,TOKEN_ID
the first conceptual art nft on namecoin to be sold at a yardsale,1,0.02%,[210]
the first avastar-derivative furniture themed 10k avatar nft on bsc to be featured on a cereal box,1,0.02%,[170]
the first successful ab-derivative pirate themed pfp nft to be airdropped to autoglyph holders,1,0.02%,[216]
the first user-curated generative art nft on eos to be featured in chickadee magazine,1,0.02%,[211]
the first serious conceptual art nft inspired by capitalism,1,0.02%,[2778]
the first gan nft on namecoin declared to be a 'good bet' by the crypto nouveau-riche,1,0.02%,[171]
the first quantum ai gan nft to be airdropped to mooncat burners,1,0.02%,[7326]
the first nft burnable for doge,1,0.02%,[6424]
the first conceptual art nft deemed a historic technical achievement by a dao,1,0.02%,[3141]
the first audio nft on polkadot with metadata stored in morse code on a 5.25 inch floppy,1,0.02%,[1611]
the first autoglyph-derivative animal themed 10k avatar nft inspired by neoclassicism,1,0.02%,[9093]
the first long form generative mathematical smell-o-vision nft that can be staked for canadian tire money,1,0.02%,[151515]
the first generative art nft to be airdropped to loot burners,1,0.02%,[4141]
the first viral conceptual art nft on bsc that multiplies on transfer,1,0.02%,[6931]
the first collaborative short form generative mathematical architecture nft that you 'should not sleep on' as declared by the new york times,1,0.02%,[392967]
the first avastar-derivative animal themed 10k avatar nft with metadata stored in morse code on ipfs,1,0.02%,[1825]
the first audio nft on namecoin inspired by narcissism,1,0.02%,[3239]
the first composable long form generative mathematical art nft on polygon to be sold at mcdonald's for a pittance,1,0.02%,[854345]
the first collectible nft to be sold on a true bonding curve,1,0.02%,[64532]
the first ahistorical short form generative architecture nft on polkadot redeemable for squirrel pelts,1,0.02%,[4131]
the first long form generative 3d dick pic nft on polygon with metadata stored on a 5.25 inch floppy,1,0.02%,[793]
the first edible user-curated generative art nft on polygon,1,0.02%,[391]
the first cash grab photography nft on polygon inspired by impressionism,1,0.02%,[302]
the first open edition pixel art nft on eos to be sold at a police auction for a record price,1,0.02%,[1276]
the first gan nft to be sold at a police auction,1,0.02%,[579]
the first composable stylegan nft on polygon inspired by cubism,1,0.02%,[46500]
the first dick pic nft on polkadot to be sold at christie's,1,0.02%,[100010]
the first vegetable 10k avatar nft on eos to be sold at christie's,1,0.02%,[63842]
the first erotic furniture themed pfp nft inspired by nihilism,1,0.02%,[8832]
the first future-oriented rare pepe-derivative fruit themed pfp nft with a dramatic title,1,0.02%,[301]
the first collectible short form generative music nft on bsc to disrupt a federal government,1,0.02%,[615]
the first copy minted female ai chatbot nft on namecoin hacked by a washed up celebrity,1,0.02%,[4573]
the first photography nft on ethereum to run a four minute mile,1,0.02%,[857]
the first user-curated generative poetry nft that can be staked for squirrel pelts,1,0.02%,[4440]
the first short form generative volumetric poetry nft on polkadot with metadata stored in morse code in calldata,1,0.02%,[239624]
the first stylegan nft made entirely with 100% javascript,1,0.02%,[4327]
the first dick pic nft to be airdropped to loot holders,1,0.02%,[299]
the first future-oriented cherrypicked generative text nft that shrinks over time,1,0.02%,[6001]
the first nft on solana that can be staked for tulip bulbs,1,0.02%,[39296]
the first ahistorical conceptual art nft with metadata stored in betamax format in contract storage,1,0.02%,[4245]
the first collaborative user-curated generative architecture nft on cardano with audio data stored in wav format in calldata,1,0.02%,[4574]
the first playful long form generative text nft to disrupt a federal government,1,0.02%,[1490]
the first on-chain nft on tezos to be featured on a billboard,1,0.02%,[3335]
the first gan nft deemed to be a schelling point by a dao vote,1,0.02%,[475457]
the first long form generative architecture nft on namecoin deemed to be a schelling point by a dao vote,1,0.02%,[5414]
the first cash grab avastar-derivative animal themed 10k avatar nft on eos to be featured on the shopping network,1,0.02%,[6661]
the first 10k avatar nft that puts a curse on the owner over time,1,0.02%,[4152]
the first composable cherrypicked generative architecture nft,1,0.02%,[6346]
the first low effort conceptual art nft on tezos to pass the turing test,1,0.02%,[2802]
the first edible long form generative recursive architecture nft redeemable for physical streetwear,1,0.02%,[5686]
the first erotic gan nft with audio data stored in betamax format in calldata,1,0.02%,[7878]
the first quantum ai gan nft on cardano inspired by neoclassicism,1,0.02%,[2240]
the first collectible user-curated generative cellular automata music nft on cardano swing traded by a right wing news anchor,1,0.02%,[342343]
the first inflationary ab-derivative fruit themed pfp nft on eos with rgb values stored in morse code on arweave,1,0.02%,[201941]
the first viral short form generative music nft on tezos deemed historic by the new york times,1,0.02%,[58574]
the first serious photography nft made entirely with 100% solidity,1,0.02%,[64732]
the first user-curated generative volumetric architecture nft to be featured in chickadee magazine,1,0.02%,[1694]
the first dick pic nft burnable for doge,1,0.02%,[182989]
the first furniture themed pfp nft,1,0.02%,[165]
the first autoglyph-derivative fruit themed pfp nft denounced as 'low effort' by a dao vote,1,0.02%,[167]
the first serious cherrypicked generative music nft,1,0.02%,[728111]
the first long form generative cellular automata architecture nft with audio data stored in svg format in the glove compartment,1,0.02%,[8738]
the first edible conceptual art nft on ethereum to be sold on an exponential price ramp,1,0.02%,[163]
the first deflationary long form generative flow field art nft on ethereum to be sold at mcdonald's for a pittance,1,0.02%,[161]
the first mooncat-derivative pirate themed 10k avatar nft to be airdropped to ab holders,1,0.02%,[153]
the first retro cherrypicked generative cellular automata music nft on solana inspired by libertarianism,1,0.02%,[162]
the first erotic conceptual art nft on cardano with a dramatic title,1,0.02%,[164]
the first stylegan nft on tezos deemed crypto-native by a washed up celebrity,1,0.02%,[155]
the first punk-derivative vegetable pfp nft on solana with metadata stored in calldata,1,0.02%,[9082]
the first playful user-curated generative 3d literature nft redeemable for a physical copy,1,0.02%,[160]
the first playful nft on polkadot to be featured in chickadee magazine,1,0.02%,[147]
the first collectible cherrypicked generative architecture nft on bsc with pixel data stored in betamax format on punchcards,1,0.02%,[159]
the first copy minted pirate themed pfp nft on cardano deemed a historic technical achievement by the sec,1,0.02%,[4231]
the first windows 95 screensaver nft that disappears over time,1,0.02%,[7537]
the first ahistorical windows 95 screensaver nft to be minted during a solar eclipse,1,0.02%,[74521]
the first playful quantum ai gan nft on namecoin deemed to be moma material by the sec,1,0.02%,[3960]
the first solar powered generative art nft on tezos cornered by dcinvestor,1,0.02%,[144]
the first deflationary long form generative spirograph architecture nft on polkadot deemed to be moma material by kevin abosch,1,0.02%,[148]
the first generative art nft on solana burnable for parmigiano-reggiano,1,0.02%,[5794]
the first inflationary female ai chatbot nft to be featured on the shopping network,1,0.02%,[4261]
the first future-oriented user-curated generative text nft on bsc to be airdropped to mooncat holders,1,0.02%,[3949]
the first future-oriented avastar-derivative animal themed pfp nft burnable for doge,1,0.02%,[149]
the first vegan 10k avatar nft on polkadot with pixel data stored in wav format in a rolodex,1,0.02%,[9876]
the first photography nft on eos that you 'should not sleep on' as declared by the us government,1,0.02%,[91337]
the first successful user-curated generative poetry nft,1,0.02%,[4206]
the first cherrypicked generative cellular automata smell-o-vision nft with metadata stored in wav format on punchcards,1,0.02%,[141]
the first copy minted windows 95 screensaver nft on bsc declared to be a 'good bet' by a vc fund,1,0.02%,[4472]
the first composable conceptual art nft on ethereum made entirely with 100% javascript,1,0.02%,[1292]
the first successful cherrypicked generative smell-o-vision nft on tezos to be featured on a cereal box,1,0.02%,[2002]
the first short form generative smell-o-vision nft on namecoin deemed to be a schelling point by the sec,1,0.02%,[1010]
the first collaborative fruit themed 10k avatar nft on polkadot to be sold at mcdonald's,1,0.02%,[777775]
the first techno utopian cherrypicked generative flow field text nft on cardano to be airdropped to loot holders,1,0.02%,[146]
the first generative art nft on namecoin to be sold on a sinusoidal bonding curve,1,0.02%,[101337]
the first user-curated generative smell-o-vision nft on bsc burnable for rock salt,1,0.02%,[3123]
the first deflationary audio nft deemed to be moma material by the vatican,1,0.02%,[6621]
the first autoglyph-derivative fruit themed pfp nft heralded as a 'new art medium' by a dao vote,1,0.02%,[100009]
the first erotic short form generative cellular automata architecture nft to be airdropped to avastar holders,1,0.02%,[4230]
the first deflationary long form generative dick pic nft heralded as a 'new art medium' by a dao vote,1,0.02%,[2048]
the first serious punk-derivative vegetable pfp nft to be airdropped to rare pepe holders,1,0.02%,[232]
the first ab-derivative furniture themed pfp nft with audio data stored in morse code on arweave,1,0.02%,[901000]
the first erotic female ai chatbot nft to pass the turing test,1,0.02%,[4572]
the first ponzi photography nft on polygon made entirely with 100% solidity,1,0.02%,[234679]
the first user-curated generative 3d art nft flipped by a dao,1,0.02%,[4326]
the first female ai chatbot nft on tezos redeemable for squirrel pelts,1,0.02%,[1985]
the first solar powered fruit themed 10k avatar nft to be sold at a fleamarket for a record price,1,0.02%,[790]
the first deflationary quantum ai gan nft on solana to be featured on the shopping network,1,0.02%,[8787]
the first successful short form generative music nft on namecoin burnable for rock salt,1,0.02%,[2800]
the first quantum ai gan nft on cardano deemed a historic technical achievement by the sec,1,0.02%,[2009]
the first low effort cherrypicked generative music nft on eos to be featured in chickadee magazine,1,0.02%,[3258]
the first low effort dick pic nft on namecoin declared to be a 'good bet' by a dao vote,1,0.02%,[766756]
the first avastar-derivative fruit themed pfp nft on solana redeemable for rai stones,1,0.02%,[554454]
the first fruit themed 10k avatar nft on bsc with rgb values stored on a 5.25 inch floppy,1,0.02%,[497]
the first 1/1 quantum ai gan nft on namecoin to travel at mach 1,1,0.02%,[2159]
the first rare pepe-derivative vegetable 10k avatar nft on namecoin to be featured in chickadee magazine,1,0.02%,[2398]
the first windows 95 screensaver nft to render the network unusable,1,0.02%,[1027]
the first ponzi 10k avatar nft on polygon redeemable for a coupon at mcdonald's,1,0.02%,[1063]
the first conceptual art nft inspired by christianity,1,0.02%,[2242]
the first playful fruit themed pfp nft to be airdropped to ab holders,1,0.02%,[4302]
the first conceptual art nft to be sold at mcdonald's for a pittance,1,0.02%,[3566]
the first collectible dick pic nft heralded as a historical artifact by a gatekeeper,1,0.02%,[8177]
the first on-chain short form generative dick pic nft fetished by artchick,1,0.02%,[3259]
the first solar powered rock 10k avatar nft on tezos to have their floor swept by a washed up celebrity,1,0.02%,[10987]
the first deflationary long form generative recursive literature nft on polkadot to be featured in playboy magazine,1,0.02%,[6735]
the first cherrypicked generative flow field dick pic nft on polygon to be featured at the moma,1,0.02%,[420691]
the first nft on ethereum declared to be a 'good bet' by a crypto bro,1,0.02%,[1471]
the first ahistorical conceptual art nft on namecoin made entirely with 100% cobol,1,0.02%,[2801]
the first cherrypicked generative 3d art nft to be airdropped to rare pepe holders,1,0.02%,[1255]
the first windows 95 screensaver nft to be sold at a fleamarket,1,0.02%,[9013]
the first quantum ai gan nft deemed crypto-native by the sec,1,0.02%,[6866]
the first community oriented conceptual art nft inspired by antidisestablishmentarianism,1,0.02%,[6504]
the first vegan animal themed pfp nft on cardano to land on the moon,1,0.02%,[100001]
the first autoglyph-derivative pirate themed 10k avatar nft on eos to donate millions to charity,1,0.02%,[138516]
the first collectible quantum ai gan nft on ethereum to be sold at christie's for a pittance,1,0.02%,[6505]
the first female ai chatbot nft that can be staked for xxmon,1,0.02%,[484]
the first playful long form generative smell-o-vision nft on polkadot to be airdropped to ab holders,1,0.02%,[6506]
the first long form generative dick pic nft with metadata stored on a sidechain,1,0.02%,[1012]
the first playful stylegan nft that can be staked for xxmon,1,0.02%,[489]
the first ahistorical autoglyph-derivative animal themed pfp nft to pass the turing test,1,0.02%,[4777]
the first cherrypicked generative cellular automata smell-o-vision nft on cardano to become self aware,1,0.02%,[8455]
the first 1/1 dick pic nft on ethereum to cause a gas war,1,0.02%,[7745]
the first ab-derivative vegetable pfp nft to be sold at a yardsale,1,0.02%,[485]
the first low effort audio nft on ethereum deemed a historical artifact by the sec,1,0.02%,[420696]
the first cherrypicked generative spirograph smell-o-vision nft on polygon with pixel data stored in betamax format on ipfs,1,0.02%,[12442]
the first fruit themed pfp nft on polygon made entirely with 100% cobol,1,0.02%,[480]
the first conceptual art nft on polkadot redeemable for fastcash,1,0.02%,[2125]
the first 1/1 10k avatar nft landgrabbed by rhea myers,1,0.02%,[487]
the first serious stylegan nft on tezos to be sold at mcdonald's,1,0.02%,[321]
the first techno utopian stylegan nft on solana redeemable for 24k gold,1,0.02%,[488]
the first windows 95 screensaver nft inspired by socialism,1,0.02%,[90210]
the first cherrypicked generative spirograph smell-o-vision nft on ethereum to be sold at mcdonald's,1,0.02%,[8883]
the first community oriented short form generative architecture nft on bsc with metadata stored in morse code on ipfs,1,0.02%,[690]
the first open edition long form generative 3d smell-o-vision nft flipped by a vc fund,1,0.02%,[151024]
the first vegan rock pfp nft on ethereum declared historic by the us government,1,0.02%,[477]
the first nft on solana deemed crypto-native by the sec,1,0.02%,[81337]
the first collectible cherrypicked generative mathematical architecture nft on polygon to be sold at a police auction,1,0.02%,[151022]
the first rare pepe-derivative animal themed 10k avatar nft to be sold at christie's for a pittance,1,0.02%,[483]
the first erotic conceptual art nft on namecoin with pixel data stored in svg format on a 5.25 inch floppy,1,0.02%,[763]
the first stylegan nft on tezos hyper commodified by a gatekeeper,1,0.02%,[73012]
the first retro gan nft with pixel data stored in wav format in contract storage,1,0.02%,[1201]
the first copy minted nft to be sold at christie's,1,0.02%,[8221]
the first stylegan nft on polkadot deemed historic by kevin abosch,1,0.02%,[68028]
the first animal themed pfp nft on ethereum declared to be worthless by the sec,1,0.02%,[73011]
the first quantum ai gan nft on polygon to be airdropped to punk holders,1,0.02%,[68027]
the first nft deemed crypto-native by a dao vote,1,0.02%,[481]
the first playful short form generative literature nft flipped by kevin abosch,1,0.02%,[151023]
the first solar powered 10k avatar nft on eos to be featured in the onion,1,0.02%,[486]
the first user-curated generative dick pic nft to be airdropped to ab holders,1,0.02%,[68026]
the first retro gan nft heralded as a 'new art medium' by a dao vote,1,0.02%,[151025]
the first playful long form generative text nft on solana deemed to be a schelling point by the sec,1,0.02%,[68029]
the first short form generative text nft on tezos deemed to be moma material by the sec,1,0.02%,[888574]
the first composable cherrypicked generative 3d poetry nft on polygon to be sold at a fleamarket for a record price,1,0.02%,[12616]
the first conceptual art nft on solana to be sold at mcdonald's for a pittance,1,0.02%,[997]
the first female ai chatbot nft on cardano burnable for xxmon,1,0.02%,[73010]
the first deflationary furniture themed 10k avatar nft with pixel data stored in morse code in a rolodex,1,0.02%,[2745]
the first copy minted windows 95 screensaver nft on solana deemed a historic technical achievement by beanie,1,0.02%,[8145]
the first erotic long form generative art nft on bsc to be sold at sotheby's for a record price,1,0.02%,[54319]
the first ponzi stylegan nft to be airdropped to mooncat holders,1,0.02%,[873]
the first pixel art nft made entirely with 100% on-chain code,1,0.02%,[3169]
the first cherrypicked generative art nft on ethereum inspired by pokemon,1,0.02%,[699]
the first cherrypicked generative audio nft on ethereum fuded by pranksy,1,0.02%,[1467]
the first fruit themed 10k avatar nft on polkadot cornered by a crypto bro,1,0.02%,[66665]
the first nft made entirely with 100% on-chain code,1,0.02%,[39294]
the first edible audio nft denounced as a cash grab by a crypto bro,1,0.02%,[689053]
the first conceptual art nft with pixel data stored in svg format in calldata,1,0.02%,[1838]
the first future-oriented photography nft on namecoin to be featured on the shopping network,1,0.02%,[9092]
the first ahistorical short form generative text nft deemed a historical artifact by the sec,1,0.02%,[9464]
the first open edition long form generative volumetric architecture nft on bsc,1,0.02%,[706]
the first 10k avatar nft that can be staked for fastcash,1,0.02%,[318008]
the first vegan quantum ai gan nft on polkadot made entirely with 100% on-chain code,1,0.02%,[6000]
the first erotic long form generative music nft on cardano made entirely with 100% solidity,1,0.02%,[4129]
the first body parts 10k avatar nft on tezos redeemable for physical toilet paper,1,0.02%,[9012]
the first generative art nft to be featured on a billboard,1,0.02%,[69422]
the first animal themed pfp nft with pixel data stored in morse code on a sidechain,1,0.02%,[4051]
the first short form generative poetry nft made entirely with 100% usda beef,1,0.02%,[475456]
the first successful generative art nft on namecoin to be airdropped to punk holders,1,0.02%,[4130]
the first play-to-earn animal themed 10k avatar nft on polkadot to be sold at christie's for a record price,1,0.02%,[400]
the first conceptual art nft on cardano with pixel data stored in calldata,1,0.02%,[514]
the first solar powered generative art nft on polkadot deemed to be moma material by a dao vote,1,0.02%,[4058]
the first erotic quantum ai gan nft to be sold at christie's,1,0.02%,[3575]
the first user-curated generative cellular automata smell-o-vision nft cornered by a dao,1,0.02%,[39295]
the first fruit themed 10k avatar nft on polkadot deemed a historic technical achievement by the sec,1,0.02%,[4053]
the first inflationary long form generative poetry nft on tezos with audio data stored in calldata,1,0.02%,[8821]
the first photography nft declared historic by the sec,1,0.02%,[4571]
the first 10k avatar nft that disappears on transfer,1,0.02%,[4052]
the first conceptual art nft on bsc cornered by a vc fund,1,0.02%,[95680]
the first loot-derivative furniture themed pfp nft on polkadot that can be staked for mobile phone minutes,1,0.02%,[4056]
the first autoglyph-derivative rock 10k avatar nft on cardano with pixel data stored in morse code on ipfs,1,0.02%,[4054]
the first ab-derivative fruit themed pfp nft inspired by stoicism,1,0.02%,[696900]
the first furniture themed pfp nft burnable for tulip bulbs,1,0.02%,[2466]
the first long form generative architecture nft on polkadot made entirely with 100% usda beef,1,0.02%,[8451]
the first successful user-curated generative art nft with rgb values stored in morse code in the glove compartment,1,0.02%,[2192]
the first female ai chatbot nft on ethereum deemed historic by a gatekeeper,1,0.02%,[73008]
the first serious audio nft to be featured in the onion,1,0.02%,[473]
the first composable long form generative flow field literature nft on polygon deemed crypto-native by a dao vote,1,0.02%,[68021]
the first collaborative generative art nft to complete a transatlantic flight,1,0.02%,[25791]
the first erotic conceptual art nft on cardano to be featured on a cereal box,1,0.02%,[3546]
the first solar powered long form generative flow field dick pic nft on bsc inspired by the old masters,1,0.02%,[1778]
the first vegan avastar-derivative vegetable pfp nft on tezos inspired by impressionism,1,0.02%,[4049]
the first techno utopian user-curated generative music nft deemed a historical artifact by the sec,1,0.02%,[1818]
the first audio nft on bsc to be airdropped to rare pepe holders,1,0.02%,[1738]
the first community oriented loot-derivative animal themed pfp nft on namecoin to be sold at a police auction for a pittance,1,0.02%,[666222]
the first rock 10k avatar nft that can be staked for tulip bulbs,1,0.02%,[6613]
the first collaborative gan nft on tezos to sell out immediately,1,0.02%,[7158]
the first nft on namecoin to be minted during a solar eclipse,1,0.02%,[5679]
the first open edition stylegan nft made entirely with 100% vanilla javascript,1,0.02%,[8534]
the first play-to-earn audio nft on ethereum to render the network unusable,1,0.02%,[8735]
the first short form generative spirograph text nft on cardano redeemable for rai stones,1,0.02%,[1867]
the first techno utopian cherrypicked generative spirograph text nft on polkadot redeemable for the artist's excrement,1,0.02%,[4275]
the first photography nft on cardano deemed to be moma material by the sec,1,0.02%,[5612]
the first open edition quantum ai gan nft deemed a historic technical achievement by the new york times,1,0.02%,[478]
the first conceptual art nft on namecoin redeemable for rai stones,1,0.02%,[3522]
the first cherrypicked generative recursive smell-o-vision nft on cardano to render the network unusable,1,0.02%,[68024]
the first nft heralded as a 'new art medium' by the sec,1,0.02%,[310]
the first techno utopian generative art nft on namecoin redeemable for physical streetwear,1,0.02%,[1007]
the first long form generative flow field text nft declared historic by the sec,1,0.02%,[151018]
the first collectible generative art nft deemed crypto-native by an academic institution,1,0.02%,[1945]
the first photography nft to be airdropped to ab holders,1,0.02%,[6322]
the first play-to-earn cherrypicked generative nuclear literature nft on eos made entirely with 100% vanilla javascript,1,0.02%,[476]
the first quantum ai gan nft inspired by nature,1,0.02%,[68025]
the first collaborative user-curated generative smell-o-vision nft to be featured on a cereal box,1,0.02%,[4232]
the first user-curated generative architecture nft on cardano denounced as ahistorical by the vatican,1,0.02%,[3854]
the first cherrypicked generative audio nft deemed a historic technical achievement by an art critic,1,0.02%,[151020]
the first generative art nft to be sold at a police auction,1,0.02%,[68023]
the first future-oriented furniture themed 10k avatar nft made entirely with 100% on-chain code,1,0.02%,[5634]
the first cherrypicked generative cellular automata art nft to be airdropped to autoglyph holders,1,0.02%,[68022]
the first vegetable 10k avatar nft to be featured in chickadee magazine,1,0.02%,[73009]
the first techno utopian autoglyph-derivative vegetable pfp nft to be sold at sotheby's,1,0.02%,[475]
the first user-curated generative music nft on polkadot deemed historic by the vatican,1,0.02%,[3852]
the first 1/1 user-curated generative smell-o-vision nft to be airdropped to avastar burners,1,0.02%,[474]
the first techno utopian short form generative cellular automata dick pic nft inspired by nihilism,1,0.02%,[73006]
the first pixel art nft burnable for doge,1,0.02%,[151017]
the first community oriented long form generative music nft on polkadot to be featured at the moma,1,0.02%,[151021]
the first 1/1 pirate themed 10k avatar nft made entirely with 100% usda beef,1,0.02%,[73005]
the first play-to-earn mooncat-derivative animal themed pfp nft on cardano to be featured in the onion,1,0.02%,[73007]
the first short form generative poetry nft on bsc burnable for fastcash,1,0.02%,[370]
the first long form generative recursive art nft redeemable for squirrel pelts,1,0.02%,[73641]
the first conceptual art nft to be minted during a solar eclipse,1,0.02%,[3853]
the first edible pixel art nft with audio data stored in contract storage,1,0.02%,[4229]
the first collectible user-curated generative architecture nft deemed a historic technical achievement by a dao vote,1,0.02%,[66660]
the first generative art nft on namecoin to be airdropped to autoglyph holders,1,0.02%,[1422]
the first inflationary long form generative spirograph music nft on polygon to be featured at the moma,1,0.02%,[4046]
the first playful short form generative music nft on eos to be sold at sotheby's,1,0.02%,[2047]
the first collectible cherrypicked generative smell-o-vision nft on polkadot to be sold at sotheby's for a record price,1,0.02%,[6543]
the first cash grab animal themed pfp nft heralded as a 'new art movement' by beanie,1,0.02%,[78900]
the first audio nft on eos to be sold using a vickrey auction,1,0.02%,[5325]
the first serious female ai chatbot nft to pass the turing test,1,0.02%,[4045]
the first erotic long form generative music nft with pixel data stored in wav format on arweave,1,0.02%,[6662]
the first play-to-earn short form generative fractal art nft denounced as ahistorical by a vc fund,1,0.02%,[4048]
the first erotic nft on namecoin with rgb values stored on arweave,1,0.02%,[2676]
the first edible long form generative volumetric music nft on cardano to be airdropped to rare pepe holders,1,0.02%,[543]
the first ponzi audio nft on eos with audio data stored on a sidechain,1,0.02%,[1291]
the first 1/1 gan nft inspired by antidisestablishmentarianism,1,0.02%,[2235]
the first long form generative spirograph audio nft on namecoin,1,0.02%,[613]
the first inflationary conceptual art nft to be featured on the shopping network,1,0.02%,[3501]
the first short form generative mathematical audio nft on bsc that degrades over time,1,0.02%,[2341]
the first autoglyph-derivative furniture themed 10k avatar nft redeemable for 24k gold,1,0.02%,[2984]
the first gan nft on polkadot with pixel data stored in morse code in a rolodex,1,0.02%,[73640]
the first on-chain windows 95 screensaver nft on tezos that mutates over time,1,0.02%,[69621]
the first photography nft on tezos to donate millions to charity,1,0.02%,[19854]
the first open edition audio nft to be sold at christie's,1,0.02%,[2948]
the first play-to-earn cherrypicked generative cellular automata text nft on eos made entirely with 100% fortran,1,0.02%,[8874]
the first on-chain long form generative flow field literature nft redeemable for 24k gold,1,0.02%,[789]
the first ab-derivative rock pfp nft made entirely with 100% wagyu beef,1,0.02%,[5793]
the first windows 95 screensaver nft burnable for squirrel pelts,1,0.02%,[852]
the first mooncat-derivative furniture themed pfp nft to be featured at the moma,1,0.02%,[7337]
the first play-to-earn pixel art nft on polkadot to donate millions to charity,1,0.02%,[4973]
the first pixel art nft redeemable for canadian tire money,1,0.02%,[754]
the first techno utopian female ai chatbot nft on solana deemed a historic technical achievement by a dao vote,1,0.02%,[5605]
the first user-curated generative dick pic nft on eos with pixel data stored in svg format on a 5.25 inch floppy,1,0.02%,[4228]
the first generative art nft on solana made entirely with 100% cobol,1,0.02%,[2313]
the first dick pic nft declared to be a 'good bet' by kevin abosch,1,0.02%,[3199]
the first edible dick pic nft deemed culturally significant by the new york times,1,0.02%,[68020]
the first on-chain gan nft on tezos made entirely with 100% javascript,1,0.02%,[73003]
the first ponzi conceptual art nft inspired by impressionism,1,0.02%,[234324]
the first user-curated generative audio nft,1,0.02%,[151015]
the first vegan stylegan nft to be airdropped to loot burners,1,0.02%,[68017]
the first solar powered long form generative 3d poetry nft burnable for agld,1,0.02%,[73004]
the first ahistorical conceptual art nft on solana to be sold on a linearly decreasing price ramp,1,0.02%,[3789]
the first cherrypicked generative poetry nft on tezos inspired by capitalism,1,0.02%,[39293]
the first solar powered user-curated generative cellular automata literature nft on polkadot redeemable for rai stones,1,0.02%,[2576]
the first conceptual art nft to be sold at a police auction for a record price,1,0.02%,[151014]
the first long form generative poetry nft on cardano made entirely with 100% on-chain code,1,0.02%,[8453]
the first deflationary pirate themed pfp nft to be airdropped to loot burners,1,0.02%,[3948]
the first audio nft inspired by narcissism,1,0.02%,[8069]
the first low effort generative art nft on namecoin to render the network unusable,1,0.02%,[73002]
the first cash grab pixel art nft on polygon to be featured on a billboard,1,0.02%,[6534]
the first solar powered quantum ai gan nft on cardano made entirely with 100% fortran,1,0.02%,[2158]
the first user-curated generative 3d literature nft with pixel data stored in wav format in the glove compartment,1,0.02%,[8222]
the first gan nft on polygon to be airdropped to punk holders,1,0.02%,[2742]
the first animal themed 10k avatar nft on ethereum to be featured on a billboard,1,0.02%,[4128]
the first 10k avatar nft made entirely with 100% cobol,1,0.02%,[4050]
the first cherrypicked generative 3d music nft on bsc to be sold at christie's for a record price,1,0.02%,[42670]
the first successful quantum ai gan nft to be airdropped to ab holders,1,0.02%,[73000]
the first viral cherrypicked generative audio nft on tezos burnable for doge,1,0.02%,[458]
the first short form generative text nft on solana heralded as a 'new art medium' by the sec,1,0.02%,[4022]
the first long form generative literature nft deemed crypto-native by a museum curator,1,0.02%,[2299]
the first ponzi generative art nft on cardano to be airdropped to avastar holders,1,0.02%,[5547]
the first user-curated generative spirograph poetry nft on eos deemed a historic technical achievement by a museum curator,1,0.02%,[7536]
the first rock 10k avatar nft on solana to run a four minute mile,1,0.02%,[46499]
the first long form generative volumetric literature nft to be sold on a linearly increasing price ramp,1,0.02%,[151016]
the first collectible female ai chatbot nft on polkadot to be airdropped to avastar holders,1,0.02%,[32358]
the first gan nft to be featured on the shopping network,1,0.02%,[1824]
the first body parts pfp nft on cardano to be minted during a solar eclipse,1,0.02%,[6022]
the first techno utopian animal themed pfp nft on polygon to be sold using a vickrey auction,1,0.02%,[4047]
the first retro dick pic nft,1,0.02%,[68019]
the first successful conceptual art nft that disappears over time,1,0.02%,[54532]
the first open edition punk-derivative vegetable 10k avatar nft to be featured on a cereal box,1,0.02%,[68018]
the first low effort user-curated generative volumetric poetry nft on namecoin landgrabbed by beanie,1,0.02%,[475455]
the first generative art nft to be airdropped to autoglyph burners,1,0.02%,[4041]
the first ahistorical generative art nft on cardano fuded by a dao,1,0.02%,[73001]
the first cash grab long form generative 3d smell-o-vision nft on bsc inspired by impressionism,1,0.02%,[1290]
the first stylegan nft on tezos to be sold at a police auction for a pittance,1,0.02%,[777776]
the first retro rock 10k avatar nft on tezos,1,0.02%,[725153]
the first inflationary short form generative flow field audio nft swing traded by a crypto bro,1,0.02%,[98389]
the first erotic windows 95 screensaver nft on bsc with audio data stored in wav format in calldata,1,0.02%,[39292]
the first user-curated generative poetry nft on eos to be sold at a fleamarket,1,0.02%,[5424]
the first community oriented nft deemed culturally significant by the new york times,1,0.02%,[660066]
the first cash grab short form generative recursive architecture nft declared to be a 'good bet' by a washed up celebrity,1,0.02%,[151013]
the first cherrypicked generative nuclear literature nft made entirely with 100% fortran,1,0.02%,[471158]
the first edible generative art nft to land on the moon,1,0.02%,[8764]
the first conceptual art nft to be sold at a fleamarket,1,0.02%,[80085]
the first community oriented short form generative spirograph art nft on eos to be minted during a solar eclipse,1,0.02%,[2400]
the first ahistorical stylegan nft to be sold at a police auction,1,0.02%,[4258]
the first erotic female ai chatbot nft to be featured in playboy magazine,1,0.02%,[4044]
the first open edition conceptual art nft made entirely with 100% vanilla javascript,1,0.02%,[44445]
the first stylegan nft on bsc to be airdropped to mooncat holders,1,0.02%,[6540]
the first playful long form generative music nft to be airdropped to ab holders,1,0.02%,[346790]
the first windows 95 screensaver nft made entirely with 100% wagyu beef,1,0.02%,[140]
the first vegan stylegan nft on tezos heralded as a 'new art medium' by the sec,1,0.02%,[705]
